UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW],Torque_I_Alarm,Torque_MR,Torque_MR_Alarm,Torque_SPC_Alarm,Power_I_Alarm,Power_MR,Power_MR_Alarm,Power_SPC_Alarm,TempDiff_I_Alarm,TempDiff_MR,TempDiff_MR_Alarm,TempDiff_SPC_Alarm,SPC_Alarm_Count,SPC_Alarm_Count_Primary,RPM_I_Alarm,RPM_MR,RPM_MR_Alarm,RPM_SPC_Alarm,Mechanical_SPC_Alarm_Count,Mechanical_SPC_Any
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,6.31862247231208,0,1.1000000000000014,0,0,0,0.31915439767818743,0,0,1,0.09999999999996412,0,1,1,0,0,35.0,0,0,0,0
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999975,6.399675562774696,0,0.8999999999999986,0,0,0,0.08105309046261677,0,0,1,0.09999999999996412,0,1,1,0,0,18.0,0,0,0,0
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,7.606685932259407,0,13.600000000000001,0,0,0,1.2070103694847107,0,0,1,5.861977570020827e-14,0,1,1,0,0,199.0,0,0,0,0
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,6.210300357616304,0,9.700000000000003,0,0,0,1.3963855746431033,0,0,1,0.0,0,1,1,0,0,7.0,0,0,0,0
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,6.443720691778025,0,1.0,0,0,0,0.23342033416172114,0,0,1,0.0,0,1,1,0,0,19.0,0,0,0,0
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,6.004023383981597,0,5.600000000000001,0,0,0,0.4396973077964281,0,0,1,0.10000000000002274,0,1,1,0,0,102.0,0,0,0,0
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,7.614372362285189,0,14.5,0,0,0,1.610348978303592,0,0,1,0.0,0,1,1,0,0,132.0,0,0,0,0
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,8.037618196552318,0,2.0,0,0,0,0.4232458342671288,0,0,1,0.0,0,1,1,0,0,23.0,0,0,0,0
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999975,5.400146444108567,0,24.5,0,0,0,2.6374717524437505,0,0,1,0.09999999999996412,0,1,1,0,0,330.0,0,0,0,0
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999975,4.922582472860872,0,2.599999999999998,0,0,0,0.47756397124769556,0,0,1,0.0,0,1,1,0,0,0.0,0,0,0,0
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,3.436818587223138,0,14.0,0,0,0,1.4857638856377338,0,0,1,0.09999999999996412,0,1,1,0,1,810.0,1,1,1,1
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,6.540628353165757,0,27.599999999999998,0,0,0,3.103809765942619,0,0,1,0.19999999999998863,1,1,1,0,0,1018.0,1,1,1,1
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,6.710441908067799,0,7.600000000000001,0,0,0,0.16981355490204209,0,0,1,0.0,0,1,1,0,0,211.0,0,0,0,0
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000025,5.208132301121159,0,21.0,0,0,0,1.50230960694664,0,0,1,0.10000000000002451,0,1,1,0,0,507.0,0,0,0,0
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,4.804709916498182,0,0.1999999999999993,0,0,0,0.40342238462297697,0,0,1,0.10000000000002451,0,1,1,0,0,130.0,0,0,0,0
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,6.722547511759631,0,18.599999999999998,0,0,0,1.9178375952614486,0,0,1,0.0,0,1,1,0,0,298.0,0,0,0,0
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,7.030580671444111,0,5.5,0,0,0,0.30803315968447986,0,0,1,0.0999999999999659,0,1,1,0,0,95.0,0,0,0,0
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,7.900016438325085,0,9.5,0,0,0,0.869435766880974,0,0,1,0.0999999999999659,0,1,1,0,0,70.0,0,0,0,0
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,7.34410114629686,0,12.199999999999996,0,0,0,0.5559152920282244,0,0,1,0.0999999999999659,0,1,1,0,0,206.0,0,0,0,0
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,8.080008753424757,0,6.599999999999994,0,0,0,0.7359076071278965,0,0,1,0.0,0,1,1,0,0,47.0,0,0,0,0
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,7.140002343568644,0,8.099999999999994,0,0,0,0.940006409856113,0,0,1,0.0,0,1,1,0,0,52.0,0,0,0,0
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,5.948825601058024,0,8.600000000000001,0,0,0,1.1911767425106197,0,0,1,0.0999999999999659,0,1,1,0,0,31.0,0,0,0,0
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999975,6.771807684567919,0,5.299999999999997,0,0,0,0.8229820835098947,0,0,1,0.10000000000002451,0,1,1,0,0,1.0,0,0,0,0
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999975,7.379601143282425,0,8.800000000000004,0,0,0,0.6077934587145064,0,0,1,0.0,0,1,1,0,0,140.0,0,0,0,0
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999975,6.384470254331321,0,12.300000000000004,0,0,0,0.9951308889511044,0,0,1,0.0,0,1,1,0,0,178.0,0,0,0,0
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,6.202205520545554,0,2.1999999999999957,0,0,0,0.18226473378576635,0,0,1,5.861977570020827e-14,0,1,1,0,0,43.0,0,0,0,0
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,6.6469817364652855,0,4.899999999999999,0,0,0,0.44477621591973104,0,0,1,0.0,0,1,1,0,0,81.0,0,0,0,0
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,5.368835237327789,0,13.700000000000003,0,0,0,1.2781464991374962,0,0,1,0.0,0,1,1,0,0,284.0,0,0,0,0
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,6.857803547472184,0,14.700000000000003,0,0,0,1.4889683101443945,0,0,1,0.0,0,1,1,0,0,272.0,0,0,0,0
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,7.244763986590351,0,6.100000000000001,0,0,0,0.3869604391181669,0,0,1,0.0999999999999659,0,1,1,0,0,110.0,0,0,0,0
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000025,3.7165041091967246,0,32.800000000000004,0,0,0,3.528259877393626,0,0,1,0.10000000000002451,0,1,1,0,1,708.0,1,1,1,1
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,5.481953516808046,0,13.5,0,0,0,1.7654494076113214,0,0,1,0.10000000000002451,0,1,1,0,0,378.0,0,0,0,0
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000044,5.675747895632488,0,1.8999999999999986,0,0,0,0.19379437882444162,0,0,1,0.2000000000000437,1,1,1,0,0,44.0,0,0,0,0
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,7.971833246386147,0,27.5,0,0,0,2.2960853507536596,0,0,1,0.09999999999996767,0,1,1,0,0,405.0,0,0,0,0
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,6.234207877710122,0,13.899999999999999,0,0,0,1.7376253686760252,0,0,1,0.0,0,1,1,0,0,24.0,0,0,0,0
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,8.143008158104744,0,11.700000000000003,0,0,0,1.9088002803946216,0,0,1,0.10000000000002274,0,1,1,0,0,53.0,0,0,0,0
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000044,7.820900663332182,0,5.700000000000003,0,0,0,0.3221074947725615,0,0,1,5.5067062021407764e-14,0,1,1,0,0,89.0,0,0,0,0
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000025,7.053922704860281,0,9.799999999999997,0,0,0,0.7669779584719008,0,0,1,0.10000000000001918,0,1,1,0,0,161.0,0,0,0,0
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000044,6.667464920566689,0,2.299999999999997,0,0,0,0.3864577842935919,0,0,1,0.10000000000001918,0,1,1,0,0,166.0,0,0,0,0
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000044,6.310066868318802,0,3.1000000000000014,0,0,0,0.3573980522478877,0,0,1,0.0,0,1,1,0,0,25.0,0,0,0,0
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000025,6.921221831172648,0,3.6000000000000014,0,0,0,0.6111549628538464,0,0,1,0.10000000000001918,0,1,1,0,0,13.0,0,0,0,0
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,6.629252681923525,0,0.6000000000000014,0,0,0,0.2919691492491232,0,0,1,0.09999999999996412,0,1,1,0,0,43.0,0,0,0,0
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000025,7.00591916911343,0,3.9000000000000057,0,0,0,0.3766664871899055,0,0,1,0.09999999999996412,0,1,1,0,0,41.0,0,0,0,0
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,5.682984030711256,0,13.700000000000003,0,0,0,1.3229351384021744,0,0,1,0.10000000000002451,0,1,1,0,0,185.0,0,0,0,0
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,5.40458656172564,0,2.0,0,0,0,0.2783974689856157,0,0,1,0.0,0,1,1,0,0,15.0,0,0,0,0
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999975,6.772310339392493,0,10.299999999999997,0,0,0,1.3677237776668525,0,0,1,0.10000000000002451,0,1,1,0,0,77.0,0,0,0,0
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000025,5.917818081567093,0,5.0,0,0,0,0.8544922578253997,0,0,1,0.20000000000004903,1,1,1,0,0,16.0,0,0,0,0
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,7.313564865703967,0,12.300000000000004,0,0,0,1.3957467841368736,0,0,1,0.10000000000002451,0,1,1,0,0,101.0,0,0,0,0
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,3.98696382074427,0,32.400000000000006,0,0,0,3.3266010449596966,0,0,1,0.0,0,1,1,0,1,757.0,1,1,1,1
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,6.004442263002076,0,20.500000000000004,0,0,0,2.017478442257806,0,0,1,0.0,0,1,1,0,0,650.0,1,1,1,1
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,5.395119895862824,0,1.3999999999999986,0,0,0,0.609322367139252,0,0,1,0.0,0,1,1,0,0,200.0,0,0,0,0
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,5.39649172465489,0,8.5,0,0,0,0.0013718287920658767,0,0,1,0.0,0,1,1,0,0,356.0,0,0,0,0
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,7.705447133312758,0,24.1,0,0,0,2.3089554086578676,0,0,1,0.0,0,1,1,0,0,324.0,0,0,0,0
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,6.822240718633546,0,11.300000000000004,0,0,0,0.8832064146792113,0,0,1,0.0,0,1,1,0,0,151.0,0,0,0,0
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,6.843540716824887,0,1.8000000000000043,0,0,0,0.021299998191341096,0,0,1,0.0999999999999659,0,1,1,0,0,54.0,0,0,0,0
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,5.0389575367253485,0,16.800000000000004,0,0,0,1.8045831800995389,0,0,1,0.0,0,1,1,0,0,235.0,0,0,0,0
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000025,7.0575774243139575,0,16.0,0,0,0,2.018619887588609,0,0,1,5.861977570020827e-14,0,1,1,0,0,164.0,0,0,0,0
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,6.611083804410265,0,2.6999999999999957,0,0,0,0.4464936199036922,0,0,1,0.10000000000002451,0,1,1,0,0,5.0,0,0,0,0
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,6.163333547445135,0,5.300000000000004,0,0,0,0.44775025696513016,0,0,1,0.0,0,1,1,0,0,99.0,0,0,0,0
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000025,7.881041218697402,0,25.4,0,0,0,1.717707671252267,0,0,1,0.10000000000002451,0,1,1,0,0,387.0,0,0,0,0
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000025,6.200624252243247,0,25.199999999999996,0,0,0,1.680416966454155,0,0,1,0.0,0,1,1,0,0,388.0,0,0,0,0
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,6.344697691336873,0,4.799999999999997,0,0,0,0.14407343909362602,0,0,1,0.10000000000002451,0,1,1,0,0,150.0,0,0,0,0
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999975,6.094710691915223,0,2.1999999999999957,0,0,0,0.24998699942165015,0,0,1,0.10000000000002451,0,1,1,0,0,20.0,0,0,0,0
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999975,4.586473946828811,0,16.000000000000004,0,0,0,1.5082367450864123,0,0,1,0.0,0,1,1,0,0,382.0,0,0,0,0
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11.0,6.946564011911608,0,21.000000000000004,0,0,0,2.3600900650827974,0,0,1,0.10000000000002451,0,1,1,0,0,364.0,0,0,0,0
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,6.441479689018466,0,3.5,0,0,0,0.5050843228931425,0,0,1,0.0999999999999659,0,1,1,0,0,9.0,0,0,0,0
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11.0,5.71719597470885,0,4.900000000000006,0,0,0,0.7242837143096157,0,0,1,0.0999999999999659,0,1,1,0,0,11.0,0,0,0,0
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11.0,6.200770859900413,0,2.200000000000003,0,0,0,0.48357488519156355,0,0,1,0.0,0,1,1,0,0,34.0,0,0,0,0
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11.0,7.330403802327209,0,13.700000000000003,0,0,0,1.1296329424267952,0,0,1,0.0,0,1,1,0,0,197.0,0,0,0,0
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.900000000000034,5.561770914160251,0,17.6,0,0,0,1.768632888166958,0,0,1,0.0999999999999659,0,1,1,0,0,194.0,0,0,0,0
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000025,5.701865002559331,0,4.600000000000001,0,0,0,0.14009408839908044,0,0,1,0.1999999999999904,1,1,1,0,0,146.0,0,0,0,0
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,6.797757239886571,0,7.399999999999999,0,0,0,1.0958922373272397,0,0,1,0.10000000000002451,0,1,1,0,0,4.0,0,0,0,0
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,11.100000000000025,9.009930650862849,0,14.899999999999999,0,0,0,2.212173410976278,0,0,1,0.10000000000002451,0,1,1,0,0,6.0,0,0,0,0
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.100000000000025,6.937882744212186,0,16.4,0,0,0,2.0720479066506625,0,0,1,0.0,0,1,1,0,0,70.0,0,0,0,0
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,11.0,6.162799476694025,0,7.899999999999999,0,0,0,0.7750832675181609,0,0,1,0.10000000000002451,0,1,1,0,0,113.0,0,0,0,0
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.100000000000025,5.013259308818984,0,10.500000000000004,0,0,0,1.149540167875041,0,0,1,0.10000000000002451,0,1,1,0,0,211.0,0,0,0,0
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,11.100000000000025,5.930070292916094,0,12.3,0,0,0,0.9168109840971095,0,0,1,0.0,0,1,1,0,0,341.0,0,0,0,0
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,11.099999999999966,8.631253544374646,0,20.9,0,0,0,2.701183251458552,0,0,1,5.861977570020827e-14,0,1,1,0,0,76.0,0,0,0,0
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,11.100000000000025,7.297375191562466,0,15.0,0,0,0,1.3338783528121798,0,0,1,5.861977570020827e-14,0,1,1,0,0,176.0,0,0,0,0
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,11.099999999999966,6.437521282274941,0,7.0,0,0,0,0.8598539092875255,0,0,1,5.861977570020827e-14,0,1,1,0,0,70.0,0,0,0,0
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,11.099999999999966,6.196508765867044,0,3.8000000000000043,0,0,0,0.24101251640789645,0,0,1,0.0,0,1,1,0,0,203.0,0,0,0,0
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,11.100000000000025,6.951716223863494,0,4.399999999999999,0,0,0,0.7552074579964501,0,0,1,5.861977570020827e-14,0,1,1,0,0,21.0,0,0,0,0
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,11.200000000000044,5.333691287509631,0,15.100000000000001,0,0,0,1.618024936353863,0,0,1,0.10000000000001918,0,1,1,0,0,203.0,0,0,0,0
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,11.300000000000011,5.724191254350843,0,5.200000000000003,0,0,0,0.3904999668412117,0,0,1,0.09999999999996767,0,1,1,0,0,133.0,0,0,0,0
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,11.300000000000011,7.163752784029781,0,10.399999999999999,0,0,0,1.4395615296789384,0,0,1,0.0,0,1,1,0,0,42.0,0,0,0,0
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,11.300000000000011,8.589596025788046,0,10.799999999999997,0,0,0,1.4258432417582645,0,0,1,0.0,0,1,1,0,0,39.0,0,0,0,0
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,11.399999999999975,7.367327987982399,0,9.799999999999997,0,0,0,1.2222680378056463,0,0,1,0.09999999999996412,0,1,1,0,0,49.0,0,0,0,0
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,11.200000000000044,7.162161043751964,0,6.0,0,0,0,0.20516694423043536,0,0,1,0.1999999999999318,1,1,1,0,0,202.0,0,0,0,0
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,11.300000000000011,6.629137490192895,0,11.0,0,0,0,0.5330235535590688,0,0,1,0.09999999999996767,0,1,1,0,0,210.0,0,0,0,0
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,11.200000000000044,6.538156966944934,0,0.30000000000000426,0,0,0,0.09098052324796146,0,0,1,0.09999999999996767,0,1,1,0,0,10.0,0,0,0,0
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,11.300000000000011,6.293866722201792,0,0.29999999999999716,0,0,0,0.24429024474314165,0,0,1,0.09999999999996767,0,1,1,0,0,45.0,0,0,0,0
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,11.300000000000011,5.902047286446073,0,1.7999999999999972,0,0,0,0.3918194357557194,0,0,1,0.0,0,1,1,0,0,29.0,0,0,0,0
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,11.300000000000011,6.512751954352904,0,3.1999999999999957,0,0,0,0.6107046679068313,0,0,1,0.0,0,1,1,0,0,31.0,0,0,0,0
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,11.300000000000011,1.264051220098389,1,39.199999999999996,1,1,1,5.248700734254514,1,1,1,0.0,0,1,3,2,1,1441.0,1,1,3,1
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,11.300000000000011,5.648866334493272,0,31.500000000000004,0,0,0,4.384815114394883,1,1,1,0.0,0,1,2,1,0,1363.0,1,1,2,1
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,11.300000000000011,6.541047232186236,0,7.199999999999996,0,0,0,0.8921808976929642,0,0,1,0.0,0,1,1,0,0,55.0,0,0,0,0
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,11.300000000000011,6.736098248072115,0,1.3999999999999986,0,0,0,0.1950510158858787,0,0,1,0.0,0,1,1,0,0,94.0,0,0,0,0
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,11.300000000000011,3.770225343573111,0,25.0,0,0,0,2.965872904499004,0,0,1,0.0,0,1,1,0,1,632.0,1,1,1,1
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,11.399999999999975,5.357504559823842,0,15.100000000000001,0,0,0,1.5872792162507312,0,0,1,0.09999999999996412,0,1,1,0,0,563.0,0,0,0,0
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,11.5,5.430996883966819,0,1.1000000000000014,0,0,0,0.07349232414297724,0,0,1,0.10000000000002451,0,1,1,0,0,33.0,0,0,0,0
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,6.938291151257156,0,11.5,0,0,0,1.5072942672903364,0,0,1,0.0,0,1,1,0,0,87.0,0,0,0,0
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,11.5,6.3005268986274015,0,1.8000000000000043,0,0,0,0.6377642526297542,0,0,1,0.0,0,1,1,0,0,80.0,0,0,0,0
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,11.600000000000025,6.552796788710663,0,0.6000000000000014,0,0,0,0.2522698900832614,0,0,1,0.10000000000002451,0,1,1,0,0,78.0,0,0,0,0
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,11.600000000000025,5.889439027929666,0,4.799999999999997,0,0,0,0.6633577607809968,0,0,1,0.0,0,1,1,0,0,23.0,0,0,0,0
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,11.700000000000044,7.707834743729486,0,12.799999999999997,0,0,0,1.81839571579982,0,0,1,0.10000000000001918,0,1,1,0,0,42.0,0,0,0,0
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,11.700000000000044,5.939495070876863,0,8.699999999999996,0,0,0,1.7683396728526235,0,0,1,0.0,0,1,1,0,0,98.0,0,0,0,0
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,11.600000000000025,6.231139588885115,0,3.200000000000003,0,0,0,0.2916445180082521,0,0,1,0.10000000000001918,0,1,1,0,0,190.0,0,0,0,0
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,11.600000000000025,6.364364061348346,0,3.5,0,0,0,0.13322447246323144,0,0,1,0.0,0,1,1,0,0,102.0,0,0,0,0
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,11.600000000000025,4.338099631636002,0,18.799999999999997,0,0,0,2.026264429712344,0,0,1,0.0,0,1,1,0,0,365.0,0,0,0,0
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,11.5,7.938584724135655,0,34.699999999999996,0,0,0,3.600485092499653,0,0,1,0.10000000000002451,0,1,1,0,0,510.0,0,0,0,0
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,11.600000000000025,5.304683915341486,0,25.299999999999997,0,0,0,2.633900808794169,0,0,1,0.10000000000002451,0,1,1,0,0,260.0,0,0,0,0
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,11.699999999999989,6.436285589164529,0,7.5,0,0,0,1.1316016738230434,0,0,1,0.09999999999996412,0,1,1,0,0,27.0,0,0,0,0
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,11.699999999999989,6.062771166603726,0,2.1000000000000014,0,0,0,0.37351442256080336,0,0,1,0.0,0,1,1,0,0,8.0,0,0,0,0
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,11.600000000000025,7.889125583792641,0,19.5,0,0,0,1.8263544171889148,0,0,1,0.09999999999996412,0,1,1,0,0,224.0,0,0,0,0
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,11.600000000000025,5.533559412131014,0,23.199999999999996,0,0,0,2.3555661716616267,0,0,1,0.0,0,1,1,0,0,244.0,0,0,0,0
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,11.600000000000025,5.41710057246244,0,3.0000000000000036,0,0,0,0.1164588396685744,0,0,1,0.0,0,1,1,0,0,117.0,0,0,0,0
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,11.700000000000044,5.947432828314933,0,5.199999999999999,0,0,0,0.5303322558524934,0,0,1,0.10000000000001918,0,1,1,0,0,103.0,0,0,0,0
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,11.700000000000044,5.362175060902178,0,0.8999999999999986,0,0,0,0.585257767412755,0,0,1,0.0,0,1,1,0,0,119.0,0,0,0,0
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,11.800000000000011,7.099496742288358,0,7.799999999999997,0,0,0,1.73732168138618,0,0,1,0.09999999999996767,0,1,1,0,0,121.0,0,0,0,0
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,11.699999999999989,7.871009066156939,0,13.0,0,0,0,0.7715123238685813,0,0,1,0.10000000000002274,0,1,1,0,0,237.0,0,0,0,0
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,11.800000000000011,5.790594051072217,0,17.9,0,0,0,2.0804150150847223,0,0,1,0.10000000000002274,0,1,1,0,0,112.0,0,0,0,0
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,11.800000000000011,6.78081358350821,0,7.700000000000003,0,0,0,0.9902195324359928,0,0,1,0.0,0,1,1,0,0,39.0,0,0,0,0
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,11.800000000000011,6.395654324178101,0,2.1000000000000014,0,0,0,0.3851592593301092,0,0,1,0.0,0,1,1,0,0,16.0,0,0,0,0
