UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW]
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,9.800000000000011,7.783232967415641
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,9.699999999999989,7.763671317159289
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,9.699999999999989,7.079327717452312
1964,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,9.800000000000011,6.252889882023467
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,9.699999999999989,6.9004559037324205
1966,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,9.699999999999989,5.4800999771424275
1967,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,9.700000000000045,6.425342374754525
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,9.700000000000045,6.289908315458268
1969,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,9.600000000000023,6.814617120460835
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,9.699999999999989,5.345974914785167
1971,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,9.700000000000045,8.43350075880668
1972,L49151,L,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,9.700000000000045,7.1633129610582795
1973,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,9.700000000000045,5.182413129263771
1974,L49153,L,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,9.700000000000045,4.628518928509354
1975,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,9.600000000000023,7.394785507774776
1976,L49155,L,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,9.699999999999989,6.790364025175123
1977,M16836,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,9.599999999999966,7.0435135612013875
1978,M16837,M,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,9.599999999999966,5.249925955389414
1979,L49158,L,298.0,307.7,1442,43.6,148,0,0,0,0,0,0,9.699999999999989,6.583856668079154
1980,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,9.600000000000023,6.810553993962192
1981,M16840,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,9.600000000000023,7.970063482524625
1982,L49161,L,298.0,307.6,1385,45.0,158,0,0,0,0,0,0,9.600000000000023,6.526658737832796
1983,M16842,M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0,9.699999999999989,6.431164793139176
1984,M16843,M,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,9.600000000000023,6.783703848749512
1985,M16844,M,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,9.5,6.6087066659690485
1986,L49165,L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,9.599999999999966,6.566933955651815
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,9.5,6.72973128696084
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,9.600000000000023,5.224342919213683
1989,H31402,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,9.599999999999966,5.829120448980742
1990,L49169,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,9.699999999999989,4.3740394515930685
1991,L49170,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,9.600000000000023,7.167679774846769
1992,M16851,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,9.600000000000023,6.067232228171824
1993,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,9.600000000000023,6.7099183092922
1994,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,9.699999999999989,6.511212573952645
1995,M16854,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,9.699999999999989,6.626173921123007
1996,L49175,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,9.699999999999989,7.156767976363301
1997,M16856,M,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,9.600000000000023,5.664417218128541
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,9.800000000000011,7.231276082130937
1999,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,9.699999999999989,5.279928165231198
2000,L49179,L,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,9.600000000000023,6.095946385025633
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,9.700000000000045,7.112031696976181
2002,L49181,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,9.800000000000011,5.862170003696506
2003,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,9.699999999999989,4.693895471630558
2004,M16863,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,9.699999999999989,6.1418136377680455
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,9.699999999999989,7.217547322234751
2006,L49185,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,9.800000000000011,5.9849434445987955
2007,M16866,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,9.800000000000011,7.303208081922633
2008,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,9.799999999999955,5.626885657893655
2009,L49188,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,9.800000000000011,4.6842926700860845
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,9.699999999999989,5.160369620811081
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,9.699999999999989,8.096826746096975
2012,L49191,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,9.800000000000011,5.11065915305578
2013,L49192,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,9.799999999999955,6.788018302660442
2014,L49193,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,9.799999999999955,6.671329079530605
2015,L49194,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,9.799999999999955,8.189817888643232
2016,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,9.699999999999989,9.032738613527908
2017,L49196,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,9.800000000000011,6.717981730436414
2018,L49197,L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,9.800000000000011,6.6002243658043565
2019,L49198,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,9.800000000000011,6.6811203766342935
2020,M16879,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,9.800000000000011,4.69353942446315
2021,H31434,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,9.699999999999989,5.4399818389560854
2022,L49201,L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,9.800000000000011,6.540377025753472
2023,L49202,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,9.699999999999989,6.743292495248836
2024,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,9.800000000000011,8.195870690489148
2025,M16884,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,9.900000000000034,4.454087232406537
2026,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,9.800000000000011,6.13794947880413
2027,M16886,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,9.800000000000011,7.533958062328802
2028,L49207,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,9.699999999999989,4.7280969436526386
2029,M16888,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,9.600000000000023,6.58303985398922
2030,L49209,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,9.800000000000011,6.148473814193657
2031,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,9.700000000000045,7.257079029792423
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,9.800000000000011,8.753189227235977
2033,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,9.699999999999989,6.381286773775684
2034,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,9.699999999999989,6.774153407082599
2035,M16894,M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,9.699999999999989,7.073295859557418
2036,M16895,M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,9.700000000000045,5.261099553260684
2037,L49216,L,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,9.699999999999989,4.517358908449836
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,9.699999999999989,4.042810866149585
2039,L49218,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,9.800000000000011,8.121645328060334
2040,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,9.899999999999977,6.008861436668126
2041,L49220,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,9.799999999999955,5.2261022110996915
2042,L49221,L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,9.799999999999955,4.785273929947973
2043,M16902,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,9.799999999999955,7.66577929007343
2044,M16903,M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,9.800000000000011,5.067294702460728
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,9.800000000000011,6.326853445064485
2046,M16905,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,9.800000000000011,5.581971354922833
2047,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,9.800000000000011,6.613471414826993
2048,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,9.899999999999977,4.498237081164986
2049,L49228,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,9.899999999999977,6.3666993118875155
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,9.899999999999977,6.2946416483896765
2051,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,9.800000000000011,5.12184322290256
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,9.800000000000011,6.834848977149954
2053,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,9.800000000000011,6.248711563794194
2054,L49233,L,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,9.800000000000011,8.828084796097558
2055,M16914,M,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,9.799999999999955,5.008641167618207
2056,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,9.799999999999955,5.660594947066673
2057,L49236,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,9.800000000000011,7.5518965563808
2058,L49237,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,9.800000000000011,6.7330613751736434
2059,M16918,M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,9.800000000000011,4.780247381702229
2060,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,9.899999999999977,6.444286178455671
2061,L49240,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,9.899999999999977,5.23002920191668
2062,L49241,L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,9.900000000000034,7.2153272634262136
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,9.900000000000034,6.604455043911191
2064,L49243,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,9.900000000000034,7.387078133797967
2065,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,9.899999999999977,6.299333093419037
2066,L49245,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,9.900000000000034,6.701739696417354
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,9.900000000000034,5.731772964621506
2068,L49247,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,9.900000000000034,5.984775892990603
2069,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,9.900000000000034,6.281028080224122
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,9.900000000000034,6.667820967734095
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,9.800000000000011,7.036581113412467
2072,M16931,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,9.900000000000034,8.249822308326797
2073,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,9.899999999999977,5.836555551594238
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,9.799999999999955,5.461627412339319
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,9.899999999999977,5.2844730026033915
2076,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,9.899999999999977,8.558955025440033
2077,L49256,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,9.900000000000034,5.820742868571168
2078,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,10.0,5.557603067906488
2079,M16938,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,9.900000000000034,5.032077448813987
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,10.0,6.044602289090465
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,9.899999999999977,3.676920041761494
2082,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,9.900000000000034,7.324466192211923
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,9.800000000000011,5.719719720807233
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,9.900000000000034,5.1472482354945885
2085,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,9.800000000000011,6.976471973973781
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,9.800000000000011,7.149783168696819
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,9.900000000000034,7.489378862574363
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,9.800000000000011,6.044235769947548
2089,L49268,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,9.799999999999955,6.467324524581996
2090,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,9.800000000000011,4.5733735054633415
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,9.699999999999989,6.8998694731037515
2092,L49271,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,9.800000000000011,6.3176695225404895
2093,L49272,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,9.800000000000011,7.288578732132416
2094,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,9.800000000000011,6.387486183278767
2095,L49274,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,9.900000000000034,6.287080882070038
2096,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,9.900000000000034,6.627451502135469
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,9.899999999999977,8.162842079724408
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,10.0,6.595773776211772
2099,L49278,L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,9.900000000000034,8.656030238435957
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,9.900000000000034,5.3148207876370686
2101,M16960,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,10.0,7.085966949926897
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,10.0,6.0484455041033565
2103,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,10.0,8.60272788308005
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,9.800000000000011,6.729207688185242
2105,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,9.800000000000011,5.914571769158383
2106,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,9.800000000000011,6.8884654917712185
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,9.700000000000045,4.9267503191146345
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,9.700000000000045,7.018747339115589
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,9.600000000000023,7.660826045656271
2110,M16969,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,9.699999999999989,6.799076708801078
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,9.699999999999989,5.527108675215643
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,9.600000000000023,7.203085524052725
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,9.600000000000023,4.383066294484383
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,9.600000000000023,4.3895903352283385
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,9.700000000000045,6.340707868666815
2116,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,9.600000000000023,6.95435516169251
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,9.600000000000023,6.493347383729231
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,9.5,5.406324909660627
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,9.599999999999966,6.434714792837735
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,9.599999999999966,4.805861833804497
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,9.600000000000023,4.255852735965021
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,9.600000000000023,5.886527818737338
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,9.600000000000023,6.204090476137707
2124,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,9.699999999999989,5.995666747523049
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,9.699999999999989,5.855195668005536
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,9.599999999999966,9.142579164672922
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,9.699999999999989,7.0558600203299955
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,9.699999999999989,6.058561432447917
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,9.600000000000023,4.580442088933919
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,9.600000000000023,5.671192586284784
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,9.600000000000023,8.477713439418201
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,9.700000000000045,6.8081244956434155
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,9.600000000000023,4.93690813536124
2134,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,9.699999999999989,5.386826091257347
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,9.699999999999989,7.141876827185284
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,9.699999999999989,7.563468089321523
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,9.699999999999989,6.901241301895818
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,9.599999999999966,5.285761055591363
2139,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,9.699999999999989,5.556472094551196
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,9.699999999999989,7.053294386329564
2141,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,9.699999999999989,6.92463569518955
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,9.599999999999966,5.7634925784472495
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,9.599999999999966,8.688891297592505
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,9.5,7.3992884572449205
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,9.5,6.1539087694843655
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,9.5,7.434055415944647
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,9.5,5.67437606684042
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,9.5,5.470036408675429
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,9.5,5.652803797285771
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,9.600000000000023,5.438997473257961
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,9.5,6.081913937839601
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,9.399999999999977,6.951663863985934
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,9.5,4.90121964281646
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,9.5,6.641724804758277
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,9.599999999999966,4.588987220951682
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,9.5,6.698472440057621
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,9.5,6.3319323531877885
2158,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,9.600000000000023,4.020421782505002
2159,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,9.5,7.281195989396481
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,9.5,5.2509207930630515
2161,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,9.600000000000023,6.470319509578418
2162,L49341,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,9.700000000000045,6.209043720554867
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,9.600000000000023,5.890025458558335
2164,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,9.599999999999966,5.926677372850216
2165,L49344,L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,9.599999999999966,5.918551119852931
2166,L49345,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,9.600000000000023,7.388271939006331
2167,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,9.599999999999966,4.574975717716672
2168,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,9.5,6.867982307669813
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,9.600000000000023,7.360751587360886
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,9.600000000000023,7.290379911920475
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,9.700000000000045,6.801548095021902
2172,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,9.600000000000023,7.015092619661912
2173,L49352,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,9.699999999999989,4.373934731837949
2174,M17033,M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,9.699999999999989,6.512731010401881
2175,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,9.599999999999966,5.498289798606712
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,9.699999999999989,5.9775083419853
2177,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,9.699999999999989,7.015396306951759
2178,M17037,M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,9.599999999999966,6.958219320656426
2179,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,9.599999999999966,6.257487079273222
2180,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,9.599999999999966,5.582955720620958
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,9.599999999999966,6.070719396017308
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,9.600000000000023,7.181303814987836
2183,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,9.699999999999989,8.503788658442996
2184,M17043,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,9.699999999999989,6.572693542183397
2185,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,9.599999999999966,6.70363512398502
2186,L49365,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,9.599999999999966,5.530459707379471
2187,L49366,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,9.699999999999989,6.4916299797452695
2188,M17047,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,9.599999999999966,7.1427878890548255
2189,L49368,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0,9.600000000000023,6.557760505103334
2190,H31603,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,9.5,6.769755177367574
2191,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,9.5,6.824094258299164
2192,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,9.399999999999977,5.798626056289897
2193,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,9.399999999999977,7.522397001363591
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,9.399999999999977,6.5051074122291705
2195,M17054,M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,9.299999999999955,5.796280333775216
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,9.299999999999955,5.202519322246746
2197,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,9.199999999999989,5.749680042746967
2198,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0,9.300000000000011,7.274923276064813
2199,M17058,M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,9.199999999999989,6.345807720741142
2200,M17059,M,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,9.300000000000011,7.701509670520259
2201,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,9.300000000000011,5.763523994373787
2202,L49381,L,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,9.199999999999989,5.923860411437499
2203,M17062,M,299.9,309.2,1548,35.7,97,0,0,0,0,0,0,9.300000000000011,5.787190659030831
2204,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,9.199999999999989,5.205744690704432
2205,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,9.400000000000034,6.526889121294059
2206,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,9.300000000000011,5.88424492807573
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0,9.300000000000011,7.819633554295235
2208,L49387,L,299.8,309.2,1591,37.5,109,0,0,0,0,0,0,9.399999999999977,6.247842389826701
2209,H31622,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,9.399999999999977,6.401623350219922
2210,L49389,L,299.8,309.3,1386,49.4,116,0,0,0,0,0,0,9.5,7.169994081434913
2211,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,9.5,7.937139591515005
2212,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,9.399999999999977,8.34407008793449
2213,L49392,L,299.7,309.1,1475,40.0,123,0,0,0,0,0,0,9.400000000000034,6.178465552059927
2214,L49393,L,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,9.400000000000034,6.077536652075598
2215,H31628,H,299.7,309.2,1355,44.8,127,0,0,0,0,0,0,9.5,6.356908014783826
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,9.5,7.624938585576763
2217,L49396,L,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,9.5,5.3057311128926825
2218,L49397,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0,9.400000000000034,7.80048031108385
